"Journal Data Filtered By:  Selected Categories: COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS;COMPUTER SCIENCE, SOFTWARE ENGINEERING;COMPUTER SCIENCE, THEORY & METHODS;CONSTRUCTION & BUILDING TECHNOLOGY Selected Editions: SCIE;SSCI;AHCI;ESCI Selected JCR Year: 2022 Selected Category Schema: WOS Selected Open Access: N Indicator: Default"

Journal name,JCR Abbreviation,ISSN,eISSN,Category,Total Citations,2022 JIF,JIF Quartile,2022 JCI,% of OA Gold
"ACM Journal on Computing and Cultural Heritage","ACM J COMPUT CULT HE","1556-4673","1556-4711","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","765","2.4","Q3","2.95","0"%,
"International Journal of Architectural Heritage","INT J ARCHIT HERIT","1558-3058","1558-3066","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","2,152","2.4","Q3","1.85","4.83"%,
"Foundations and Trends in Communications and Information Theory","FOUND TRENDS COMMUN","1567-2190","1567-2328","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","453","2.4","N/A","1.04","0"%,
"STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS","STRUCT DES TALL SPEC","1541-7794","1541-7808","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","2,692","2.4","Q3","0.52","2.29"%,
"ACM Transactions on Accessible Computing","ACM T ACCESS COMPUT","1936-7228","1936-7236","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","421","2.4","N/A","0.46","1.32"%,
"Computer Supported Cooperative Work-The Journal of Collaborative Computing and Work Practices","COMPUT SUPP COOP W J","0925-9724","1573-7551","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,017","2.4","Q3","0.41","59.52"%,
"Information Visualization","INFORM VISUAL","1473-8716","1473-8724","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","724","2.3","Q3","0.54","15"%,
"IEEE Transactions on Games","IEEE T GAMES","2475-1502","2475-1510","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","464","2.3","Q3","0.53","8.51"%,
"ACM Transactions on Cyber-Physical Systems","ACM TRANS CYBER-PHYS","2378-962X","2378-9638","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","508","2.3","N/A","0.51","0.83"%,
"Algorithms","ALGORITHMS","N/A","1999-4893","COMPUTER SCIENCE, THEORY & METHODS - ESCI","3,625","2.3","N/A","0.44","99.23"%,
"Intelligent Buildings International","INTELL BUILD INT","1750-8975","1756-6932","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","508","2.3","N/A","0.35","22.86"%,
"Foundations and Trends in Databases","FOUND TRENDS DATABAS","1931-7883","1931-7891","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","151","2.2","N/A","0.86","0"%,
"STATISTICS AND COMPUTING","STAT COMPUT","0960-3174","1573-1375","COMPUTER SCIENCE, THEORY & METHODS - SCIE","6,966","2.2","Q3","0.82","42.76"%,
"OPTIMIZATION METHODS & SOFTWARE","OPTIM METHOD SOFTW","1055-6788","1029-4937","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,342","2.2","Q3","0.69","8.88"%,
"COMPUTER SYSTEMS SCIENCE AND ENGINEERING","COMPUT SYST SCI ENG","0267-6192","N/A","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,014","2.2","Q3","0.58","87.07"%,
"Journal of Computer Languages","J COMPUT LANG","2590-1184","2665-9182","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","209","2.2","Q3","0.55","15.38"%,
"COMPUTER","COMPUTER","0018-9162","1558-0814","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","8,639","2.2","Q3","0.53","5.43"%,
"Applied Network Science","APPL NETW SCI","N/A","2364-8228","COMPUTER SCIENCE, THEORY & METHODS - ESCI","1,018","2.2","N/A","0.47","100"%,
"JOURNAL OF MOLECULAR MODELING","J MOL MODEL","1610-2940","0948-5023","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","8,051","2.2","Q4","0.43","3.09"%,
"International Journal of Building Pathology and Adaptation","INT J BUILD PATHOL","2398-4708","2398-4708","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","603","2.2","N/A","0.37","6.06"%,
"PERFORMANCE EVALUATION","PERFORM EVALUATION","0166-5316","1872-745X","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,571","2.2","Q3","0.31","27"%,
"SIAM Journal on Imaging Sciences","SIAM J IMAGING SCI","1936-4954","1936-4954","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","4,279","2.1","Q3","0.64","3.08"%,
"R Journal","R J","2073-4859","N/A","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5,607","2.1","Q4","0.51","3.7"%,
"Software Impacts","SOFTW IMPACTS","2665-9638","2665-9638","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","313","2.1","N/A","0.49","89.11"%,
"INFORMS JOURNAL ON COMPUTING","INFORMS J COMPUT","1091-9856","1526-5528","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,978","2.1","Q4","0.47","0"%,
"COMPUTING IN SCIENCE & ENGINEERING","COMPUT SCI ENG","1521-9615","1558-366X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,322","2.1","Q4","0.44","26.38"%,
"AI EDAM-ARTIFICIAL INTELLIGENCE FOR ENGINEERING DESIGN ANALYSIS AND MANUFACTURING","AI EDAM","0890-0604","1469-1760","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","978","2.1","Q4","0.37","26.04"%,
"MATERIALES DE CONSTRUCCION","MATER CONSTRUCC","0465-2746","1988-3226","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,352","2.1","Q3","0.35","96.08"%,
"Natural Computing","NAT COMPUT","1567-7818","1572-9796","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,175","2.1","Q3","0.35","24.29"%,
"CCF Transactions on Pervasive Computing and Interaction","CCF T PERVAS COMPUT","2524-521X","2524-5228","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","163","2.1","N/A","0.28","14.29"%,
"Software and Systems Modeling","SOFTW SYST MODEL","1619-1366","1619-1374","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,418","2","Q3","0.65","48.06"%,
"INTERNATIONAL JOURNAL OF GENERAL SYSTEMS","INT J GEN SYST","0308-1079","1563-5104","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,682","2","Q3","0.6","3.23"%,
"CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE","CONCURR COMP-PRACT E","1532-0626","1532-0634","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","5,959","2","Q3","0.57","3.14"%,
"CONCURRENCY AND COMPUTATION-PRACTICE & EXPERIENCE","CONCURR COMP-PRACT E","1532-0626","1532-0634","COMPUTER SCIENCE, THEORY & METHODS - SCIE","5,959","2","Q3","0.57","3.14"%,
"ACM Transactions on Embedded Computing Systems","ACM T EMBED COMPUT S","1539-9087","1558-3465","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,775","2","Q3","0.55","0.4"%,
"JOURNAL OF MATHEMATICAL IMAGING AND VISION","J MATH IMAGING VIS","0924-9907","1573-7683","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,332","2","Q3","0.53","27.65"%,
"Journal of Software-Evolution and Process","J SOFTW-EVOL PROC","2047-7473","2047-7481","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,100","2","Q3","0.46","14.18"%,
"Advances in Building Energy Research","ADV BUILD ENERGY RES","1751-2549","1756-2201","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","555","2","N/A","0.45","10.31"%,
"Journal of Building Physics","J BUILD PHYS","1744-2591","1744-2583","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","620","2","Q3","0.43","7.59"%,
"ADVANCES IN CEMENT RESEARCH","ADV CEM RES","0951-7197","1751-7605","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,944","2","Q3","0.4","1.16"%,
"Engineering Reports","ENG REP","N/A","2577-8196","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","914","2","N/A","0.4","86.69"%,
"Forensic Science International-Digital Investigation","FORENS SCI INT-DIGIT","N/A","2666-2817","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","383","2","Q4","0.39","53.75"%,
"Journal of Advanced Concrete Technology","J ADV CONCR TECHNOL","1346-8014","1347-3913","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","2,504","2","Q3","0.37","98.5"%,
"Journal of Architectural Engineering","J ARCHIT ENG","1076-0431","1943-5568","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","1,182","2","N/A","0.34","1.55"%,
"International Journal of Computational Science and Engineering","INT J COMPUT SCI ENG","1742-7185","1742-7193","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","1,604","2","N/A","0.26","0"%,
"IEEE SECURITY & PRIVACY","IEEE SECUR PRIV","1540-7993","1558-4046","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,413","1.9","Q3","0.59","18.79"%,
"MATHEMATICAL AND COMPUTER MODELLING OF DYNAMICAL SYSTEMS","MATH COMP MODEL DYN","1387-3954","1744-5051","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","625","1.9","Q4","0.56","61.4"%,
"SOFTWARE QUALITY JOURNAL","SOFTWARE QUAL J","0963-9314","1573-1367","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","909","1.9","Q3","0.55","21.8"%,
"INTERNATIONAL JOURNAL OF MODERN PHYSICS C","INT J MOD PHYS C","0129-1831","1793-6586","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,747","1.9","Q4","0.47","0.33"%,
"JOURNAL OF COMPUTER SCIENCE AND TECHNOLOGY","J COMPUT SCI TECH-CH","1000-9000","1860-4749","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,641","1.9","Q3","0.42","0.72"%,
"Journal of Cryptographic Engineering","J CRYPTOGR ENG","2190-8508","2190-8516","COMPUTER SCIENCE, THEORY & METHODS - SCIE","627","1.9","Q3","0.42","24.18"%,
"Science and Technology for the Built Environment","SCI TECHNOL BUILT EN","2374-4731","2374-474X","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,398","1.9","Q3","0.38","9.12"%,
"Glass Structures & Engineering","GLASS STRUCT ENG","2363-5142","2363-5150","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","253","1.9","N/A","0.35","46.88"%,
"IEEE Revista Iberoamericana de Tecnologias del Aprendizaje-IEEE RITA","IEEE REV IBEROAM TEC","N/A","1932-8540","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","373","1.9","N/A","0.35","9.22"%,
"International Journal of Gaming and Computer-Mediated Simulations","INT J GAMING COMPUT-","1942-3888","1942-3896","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","381","1.9","N/A","0.29","11.43"%,
"Proceedings of the ACM on Programming Languages-PACMPL","P ACM PROGRAM LANG","N/A","2475-1421","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","2,347","1.8","N/A","0.77","100"%,
"ACM TRANSACTIONS ON DATABASE SYSTEMS","ACM T DATABASE SYST","0362-5915","1557-4644","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,549","1.8","Q3","0.63","0"%,
"Computational and Mathematical Organization Theory","COMPUT MATH ORGAN TH","1381-298X","1572-9346","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","590","1.8","Q4","0.62","16"%,
"COMPUTATIONAL STATISTICS & DATA ANALYSIS","COMPUT STAT DATA AN","0167-9473","1872-7352","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","10,695","1.8","Q4","0.61","18.97"%,
"INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN FLUIDS","INT J NUMER METH FL","0271-2091","1097-0363","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","7,579","1.8","Q4","0.52","14.44"%,
"Advances in Computational Design, An International Journal","ADV COMPUT DES","2383-8477","2466-0523","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","204","1.8","N/A","0.49","0"%,
"IEEE COMPUTER GRAPHICS AND APPLICATIONS","IEEE COMPUT GRAPH","0272-1716","1558-1756","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","3,203","1.8","Q3","0.49","10.61"%,
"ACI STRUCTURAL JOURNAL","ACI STRUCT J","0889-3241","1944-7361","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","9,627","1.8","Q3","0.36","0"%,
"Advances in Civil Engineering","ADV CIV ENG","1687-8086","1687-8094","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","8,523","1.8","Q3","0.36","99.09"%,
"ACM Transactions on Storage","ACM T STORAGE","1553-3077","1553-3093","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","569","1.7","Q3","0.45","1.12"%,
"Current Computer-Aided Drug Design","CURR COMPUT-AID DRUG","1573-4099","1875-6697","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,055","1.7","Q4","0.41","0.52"%,
"JOURNAL OF COMPUTATIONAL BIOLOGY","J COMPUT BIOL","1066-5277","1557-8666","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","5,628","1.7","Q4","0.41","10.76"%,
"Advanced Steel Construction","ADV STEEL CONSTR","1816-112X","N/A","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","603","1.7","Q3","0.39","0"%,
"International Journal of Networked and Distributed Computing","INT J NETW DISTRIB C","2211-7938","2211-7946","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","97","1.7","N/A","0.39","92.31"%,
"GRAPHICAL MODELS","GRAPH MODELS","1524-0703","1524-0711","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","948","1.7","Q3","0.38","10.61"%,
"International Journal of Unconventional Computing","INT J UNCONV COMPUT","1548-7199","1548-7202","COMPUTER SCIENCE, THEORY & METHODS - SCIE","182","1.7","Q3","0.38","0"%,
"INTERNATIONAL JOURNAL OF RF AND MICROWAVE COMPUTER-AIDED ENGINEERING","INT J RF MICROW C E","1096-4290","1099-047X","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","3,763","1.7","Q4","0.36","84.78"%,
"Building Services Engineering Research & Technology","BUILD SERV ENG RES T","0143-6244","1477-0849","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","912","1.7","Q3","0.33","19.29"%,
"ACI MATERIALS JOURNAL","ACI MATER J","0889-325X","1944-737X","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","7,721","1.7","Q3","0.3","0"%,
"JOURNAL OF VISUALIZATION","J VISUAL-JAPAN","1343-8875","1875-8975","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,605","1.7","Q4","0.3","11.9"%,
"Transactions on Data Privacy","TRANS DATA PRIV","1888-5063","2013-1631","COMPUTER SCIENCE, THEORY & METHODS - ESCI","213","1.7","N/A","0.23","0"%,
"ENGINEERING COMPUTATIONS","ENG COMPUTATION","0264-4401","1758-7077","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","2,954","1.6","Q4","1.67","1.04"%,
"SIAM JOURNAL ON COMPUTING","SIAM J COMPUT","0097-5397","1095-7111","COMPUTER SCIENCE, THEORY & METHODS - SCIE","8,198","1.6","Q3","0.66","3.03"%,
"DESIGNS CODES AND CRYPTOGRAPHY","DESIGN CODE CRYPTOGR","0925-1022","1573-7586","COMPUTER SCIENCE, THEORY & METHODS - SCIE","2,977","1.6","Q3","0.58","14.17"%,
"ACM Transactions on Applied Perception","ACM T APPL PERCEPT","1544-3558","1544-3965","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","688","1.6","Q3","0.51","0"%,
"PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-STRUCTURES AND BUILDINGS","P I CIVIL ENG-STR B","0965-0911","1751-7702","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,584","1.6","Q3","0.45","2.1"%,
"Cryptography","CRYPTOGRAPHY-BASEL","N/A","2410-387X","COMPUTER SCIENCE, THEORY & METHODS - ESCI","397","1.6","N/A","0.43","99.26"%,
"IEEE Embedded Systems Letters","IEEE EMBED SYST LETT","1943-0663","1943-0671","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","536","1.6","Q3","0.42","9.35"%,
"SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL","SIMUL-T SOC MOD SIM","0037-5497","1741-3133","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,967","1.6","Q4","0.41","8.26"%,
"SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL","SIMUL-T SOC MOD SIM","0037-5497","1741-3133","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,967","1.6","Q3","0.41","8.26"%,
"ACM Transactions on Architecture and Code Optimization","ACM T ARCHIT CODE OP","1544-3566","1544-3973","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,018","1.6","Q3","0.4","98.88"%,
"ACM Transactions on Parallel Computing","ACM TRANS PARALLEL C","2329-4949","2329-4957","COMPUTER SCIENCE, THEORY & METHODS - ESCI","247","1.6","N/A","0.4","0"%,
"WIND AND STRUCTURES","WIND STRUCT","1226-6116","1598-6225","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,604","1.6","Q3","0.36","0"%,
"COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING","COMPUT METHOD BIOMEC","1025-5842","1476-8259","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4,062","1.6","Q4","0.35","20.99"%,
"IET Software","IET SOFTW","1751-8806","1751-8814","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","685","1.6","Q3","0.35","45.86"%,
"International Journal of Image and Graphics","INT J IMAGE GRAPH","0219-4678","1793-6756","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","710","1.6","N/A","0.27","0.42"%,
"Steel Construction-Design and Research","STEEL CONSTR-DES RES","1867-0520","1867-0539","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","437","1.6","N/A","0.27","29.07"%,
"CONSTRAINTS","CONSTRAINTS","1383-7133","1572-9354","COMPUTER SCIENCE, THEORY & METHODS - SCIE","397","1.6","Q3","0.2","26.47"%,
"International Journal of Mobile Learning and Organisation","INT J MOB LEARN ORG","1746-725X","1746-7268","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","172","1.5","N/A","0.71","0"%,
"BIT NUMERICAL MATHEMATICS","BIT","0006-3835","1572-9125","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,425","1.5","Q3","0.63","34.13"%,
"COMPUTER AIDED GEOMETRIC DESIGN","COMPUT AIDED GEOM D","0167-8396","1879-2332","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","2,135","1.5","Q3","0.6","19.17"%,
"International Journal on Software Tools for Technology Transfer","INT J SOFTW TOOLS TE","1433-2779","1433-2787","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","783","1.5","Q3","0.5","45.83"%,
"ACM TRANSACTIONS ON COMPUTER SYSTEMS","ACM T COMPUT SYST","0734-2071","1557-7333","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,355","1.5","Q3","0.48","0"%,
"SOFTWARE TESTING VERIFICATION & RELIABILITY","SOFTW TEST VERIF REL","0960-0833","1099-1689","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","680","1.5","Q3","0.48","20.59"%,
"INTERNATIONAL JOURNAL OF PARALLEL PROGRAMMING","INT J PARALLEL PROG","0885-7458","1573-7640","COMPUTER SCIENCE, THEORY & METHODS - SCIE","656","1.5","Q3","0.47","24.79"%,
"IET Cyber-Physical Systems: Theory & Applications","IET CYBER PHYS SYST","N/A","2398-3396","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","420","1.5","N/A","0.42","82.14"%,
"Proceedings of the Institution of Civil Engineers-Construction Materials","PROC INST CIV ENG-CO","1747-650X","1747-6518","CONSTRUCTION & BUILDING TECHNOLOGY - ESCI","539","1.5","N/A","0.41","3.8"%,
"Open Computer Science","OPEN COMPUT SCI","2299-1093","2299-1093","COMPUTER SCIENCE, THEORY & METHODS - ESCI","266","1.5","N/A","0.33","95.73"%,
"International Journal of Steel Structures","INT J STEEL STRUCT","1598-2351","2093-6311","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","2,053","1.5","Q4","0.31","3.46"%,
"International Journal of Ventilation","INT J VENT","1473-3315","2044-4044","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","578","1.5","Q4","0.28","9.72"%,
"THEORY AND PRACTICE OF LOGIC PROGRAMMING","THEOR PRACT LOG PROG","1471-0684","1475-3081","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","696","1.4","Q4","0.79","35.97"%,
"THEORY AND PRACTICE OF LOGIC PROGRAMMING","THEOR PRACT LOG PROG","1471-0684","1475-3081","COMPUTER SCIENCE, THEORY & METHODS - SCIE","696","1.4","Q3","0.79","35.97"%,
"Cryptography and Communications-Discrete-Structures Boolean Functions and Sequences","CRYPTOGR COMMUN","1936-2447","1936-2455","COMPUTER SCIENCE, THEORY & METHODS - SCIE","685","1.4","Q3","0.55","8.33"%,
"COMPUTATIONAL COMPLEXITY","COMPUT COMPLEX","1016-3328","1420-8954","COMPUTER SCIENCE, THEORY & METHODS - SCIE","685","1.4","Q3","0.42","28.21"%,
"ACM TRANSACTIONS ON DESIGN AUTOMATION OF ELECTRONIC SYSTEMS","ACM T DES AUTOMAT EL","1084-4309","1557-7309","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","873","1.4","Q4","0.39","0"%,
"International Journal of Wavelets Multiresolution and Information Processing","INT J WAVELETS MULTI","0219-6913","1793-690X","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","825","1.4","Q4","0.38","0.81"%,
"COMPUTER JOURNAL","COMPUT J","0010-4620","1460-2067","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","4,887","1.4","Q4","0.37","2.4"%,
"COMPUTER JOURNAL","COMPUT J","0010-4620","1460-2067","COMPUTER SCIENCE, THEORY & METHODS - SCIE","4,887","1.4","Q3","0.37","2.4"%,
"DESIGN AUTOMATION FOR EMBEDDED SYSTEMS","DES AUTOM EMBED SYST","0929-5585","1572-8080","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","200","1.4","Q4","0.37","6.25"%,
"IET Information Security","IET INFORM SECUR","1751-8709","1751-8717","COMPUTER SCIENCE, THEORY & METHODS - SCIE","838","1.4","Q3","0.37","42.05"%,
"Computer Science and Information Systems","COMPUT SCI INF SYST","1820-0214","1820-0214","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","539","1.4","Q4","0.36","100"%,
"PARALLEL COMPUTING","PARALLEL COMPUT","0167-8191","1872-7336","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,651","1.4","Q3","0.35","40"%,
"International Journal of Agricultural and Environmental Information Systems","INT J AGRIC ENVIRON","1947-3192","1947-3206","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","164","1.4","N/A","0.27","75.51"%,
"Revista de la Construccion","REV CONSTR","0718-915X","0718-915X","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","407","1.4","Q4","0.24","51.33"%,
"Mathematical Foundations of Computing","MATH FDN COMPUT","N/A","2577-8838","COMPUTER SCIENCE, THEORY & METHODS - ESCI","201","1.4","N/A","0.23","99.07"%,
"Journal of Asian Architecture and Building Engineering","J ASIAN ARCHIT BUILD","1346-7581","1347-2852","CONSTRUCTION & BUILDING TECHNOLOGY - SCIE","1,196","1.3","Q4","1.09","97.93"%,
"IBM JOURNAL OF RESEARCH AND DEVELOPMENT","IBM J RES DEV","0018-8646","2151-8556","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","3,522","1.3","Q4","0.79","0"%,
"IBM JOURNAL OF RESEARCH AND DEVELOPMENT","IBM J RES DEV","0018-8646","2151-8556","COMPUTER SCIENCE, THEORY & METHODS - SCIE","3,522","1.3","Q3","0.79","0"%,
"JOURNAL OF MULTIPLE-VALUED LOGIC AND SOFT COMPUTING","J MULT-VALUED LOG S","1542-3980","1542-3999","COMPUTER SCIENCE, THEORY & METHODS - SCIE","745","1.3","Q3","0.59","0"%,
"ACM Transactions on Algorithms","ACM T ALGORITHMS","1549-6325","1549-6333","COMPUTER SCIENCE, THEORY & METHODS - SCIE","1,200","1.3","Q3","0.57","0.78"%,
"ACM TRANSACTIONS ON PROGRAMMING LANGUAGES AND SYSTEMS","ACM T PROGR LANG SYS","0164-0925","1558-4593","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,328","1.3","Q4","0.48","1.75"%,
"CIN-COMPUTERS INFORMATICS NURSING","CIN-COMPUT INFORM NU","1538-2931","1538-9774","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","1,584","1.3","Q4","0.43","5.73"%,
"Proceedings of the ACM on Computer Graphics and Interactive Techniques","P ACM COMPUT GRAPH","N/A","2577-6193","COMPUTER SCIENCE, SOFTWARE ENGINEERING - ESCI","225","1.3","N/A","0.42","0"%,
"SCIENCE OF COMPUTER PROGRAMMING","SCI COMPUT PROGRAM","0167-6423","1872-7964","COMPUTER SCIENCE, SOFTWARE ENGINEERING - SCIE","1,475","1.3","Q4","0.41","21.97"%,
"REAL-TIME SYSTEMS","REAL-TIME SYST","0922-6443","1573-1383","COMPUTER SCIENCE, THEORY & METHODS - SCIE","783","1.3","Q3","0.38","22.73"%,
"International Journal of Fuzzy Logic and Intelligent Systems","INT J FUZZY LOG INTE","1598-2645","2093-744X","COMPUTER SCIENCE, THEORY & METHODS - ESCI","386","1.3","N/A","0.33","100"%,
"Statistical Analysis and Data Mining","STAT ANAL DATA MIN","1932-1864","1932-1872","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","729","1.3","Q4","0.32","14.97"%,
"DISTRIBUTED COMPUTING","DISTRIB COMPUT","0178-2770","1432-0452","COMPUTER SCIENCE, THEORY & METHODS - SCIE","784","1.3","Q3","0.31","30.95"%,
"Service Oriented Computing and Applications","SERV ORIENTED COMPUT","1863-2386","1863-2394","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","325","1.3","N/A","0.25","9.52"%,
"International Journal of Online and Biomedical Engineering","INT J ONLINE BIOMED","N/A","2626-8493","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","599","1.3","N/A","0.23","99.33"%,
"Qwerty","QWERTY","1828-7344","2240-2950","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - ESCI","64","1.3","N/A","0.18","96.88"%,
"JOURNAL OF STATISTICAL COMPUTATION AND SIMULATION","J STAT COMPUT SIM","0094-9655","1563-5163","COMPUTER SCIENCE, INTERDISCIPLINARY APPLICATIONS - SCIE","4,112","1.2","Q4","0.39","3.69"%,
